nama_video,label,jumlah_orang_per_frame,avg_speed,overlap_count
7qtRgyFsk3s_0,NonFight,"[2, 3, 4, 3, 5, 4, 3, 5, 2, 4, 2, 3, 3, 4, 4, 3]","[0.0, 0.711243748664856, 0.7989047169685364, 0.2666911780834198, 0.2771078646183014, 0.33018022775650024, 0.2993496060371399, 0.41987258195877075, 0.6430229544639587, 0.49046987295150757, 0.4305925965309143, 0.3356744647026062, 0.33532872796058655, 0.2711547315120697, 0.262880802154541, 0.34427833557128906]","[0, 0, 1, 0, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
7qtRgyFsk3s_1,NonFight,"[7, 6, 6, 6, 4, 6, 4, 5, 5, 5, 5, 4, 5, 3, 4, 4]","[0.0, 0.1937883496284485, 0.08718505501747131, 0.08949647098779678, 0.20838579535484314, 0.14707458019256592, 0.2563408315181732, 0.43167680501937866, 0.9240204691886902, 0.6457513570785522, 1.1360983848571777, 0.7814205884933472, 1.0647382736206055, 0.8119576573371887, 0.418307900428772, 0.3332136571407318]","[3, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1]"
7R1m3V8C30g_0,NonFight,"[8, 7, 9, 9, 9, 8, 9, 7, 9, 8, 7, 7, 10, 9, 9, 10]","[0.0, 1.9770593643188477, 2.175741195678711, 1.3572447299957275, 0.6921122074127197, 0.7024115920066833, 0.794989287853241, 2.359483242034912, 2.187861442565918, 0.9361947178840637, 2.007622241973877, 2.308202028274536, 2.404733180999756, 2.3333816528320312, 2.0431478023529053, 2.7135095596313477]","[0, 0, 1, 2, 2, 1, 2, 0, 2, 2, 1, 0, 3, 1, 1, 3]"
7R1m3V8C30g_1,NonFight,"[8, 10, 7, 9, 5, 5, 7, 7, 6, 9, 10, 7, 7, 9, 8, 7]","[0.0, 3.402376413345337, 5.167663097381592, 3.630791187286377, 3.605569839477539, 2.8270859718322754, 2.4534380435943604, 2.340256929397583, 3.485077381134033, 2.4422333240509033, 2.9371001720428467, 2.9975647926330566, 4.427786350250244, 2.8609790802001953, 3.8041634559631348, 2.7630224227905273]","[0, 4, 2, 4, 1, 0, 0, 0, 0, 0, 2, 0, 1, 2, 1, 1]"
80ySNph9_0,NonFight,"[3, 3, 2, 2, 2, 2, 2, 3, 4, 3, 3, 3, 3, 3, 2, 3]","[0.0, 1.078072190284729, 1.080302357673645, 0.7480860948562622, 0.7795370221138, 0.6485932469367981, 2.0195982456207275, 1.1607064008712769, 1.6185574531555176, 0.824044942855835, 0.8807225823402405, 0.859235942363739, 0.63941490650177, 1.1383514404296875, 1.6156069040298462, 1.4934238195419312]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
85dkGMed_0,NonFight,"[5, 10, 11, 9, 8, 7, 6, 7, 6, 7, 5, 5, 9, 7, 10, 10]","[0.0, 2.6044344902038574, 2.1660521030426025, 2.288756847381592, 2.13567852973938, 2.2534561157226562, 1.8270444869995117, 1.5410525798797607, 2.235306739807129, 2.518087863922119, 1.986630916595459, 1.767303466796875, 1.4099137783050537, 1.5720173120498657, 1.6538307666778564, 1.5484720468521118]","[0, 2, 2, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 4]"
86lUShJD_0,NonFight,"[1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.07313423603773117, 0.05198143050074577, 0.08669572323560715, 0.21107210218906403, 0.2902689576148987, 0.24682725965976715, 0.2124333381652832, 0.09126091748476028, 0.1284448504447937, 0.17836180329322815, 0.09193536639213562, 0.11482422798871994, 0.12610916793346405, 0.09220224618911743, 0.1062326580286026]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
88ndrvAZpE8_0,NonFight,"[0, 0, 0, 0, 2, 2, 2, 1, 1, 4, 4, 3, 5, 5, 4, 4]","[0.0, 0.09230398386716843, 0.15732009708881378, 0.08201078325510025, 0.2201029658317566, 0.33555734157562256, 0.5085551738739014, 0.5736148357391357, 1.4882607460021973, 1.4918222427368164, 1.5882138013839722, 1.678502082824707, 1.955000877380371, 1.927564024925232, 2.157883644104004, 1.7393665313720703]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0]"
88ndrvAZpE8_1,NonFight,"[4, 2, 3, 5, 5, 6, 5, 6, 4, 3, 2, 3, 5, 4, 2, 3]","[0.0, 1.605186939239502, 1.1503841876983643, 1.122615098953247, 1.0984052419662476, 1.0807957649230957, 0.9754149317741394, 0.9482795596122742, 0.8149917721748352, 0.8082343339920044, 0.6013484597206116, 0.3444499671459198, 0.1357915848493576, 0.203256294131279, 0.2847098410129547, 0.39140045642852783]","[0, 0, 0, 1, 1, 3, 1, 4, 1, 0, 0, 0, 1, 1, 0, 1]"
8MuRpAyP_0,NonFight,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]","[0.0, 0.1359190046787262, 0.20830963551998138, 0.13696126639842987, 0.09751476347446442, 0.13176074624061584, 0.08144862204790115, 0.1402507722377777, 0.11686447262763977, 0.1343807578086853, 0.14055074751377106, 0.2392418384552002, 0.091346375644207, 0.21958498656749725, 0.2996586561203003, 0.1396455466747284]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8pKKdS7rhXo_0,NonFight,"[3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]","[0.0, 1.3852570056915283, 1.5023140907287598, 0.6434048414230347, 0.8542194962501526, 0.42614614963531494, 0.47411465644836426, 0.6756922006607056, 0.6117456555366516, 0.8117396831512451, 0.8463248014450073, 0.709151029586792, 0.4364117980003357, 0.49021250009536743, 0.5523169040679932, 0.5073832869529724]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8PuNOqvh_0,NonFight,"[0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]","[0.0, 0.09824510663747787, 0.09352078288793564, 0.1729503870010376, 0.0866154208779335, 0.031298864632844925, 0.023564493283629417, 0.05419568344950676, 0.017515717074275017, 0.3045547604560852, 0.33348870277404785, 0.15734915435314178, 0.036847073584795, 0.016598626971244812, 0.012319064699113369, 0.056742552667856216]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8SWZq5we_fk_0,NonFight,"[2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.6619845628738403, 0.473908931016922, 0.6672903895378113, 0.33103883266448975, 0.2908244729042053, 0.3543251156806946, 0.2784137427806854, 0.2914654314517975, 0.43300876021385193, 0.3627324402332306, 0.3079305589199066, 0.4351109564304352, 0.5009848475456238, 0.3346966505050659, 0.2963137626647949]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8SWZq5we_fk_1,NonFight,"[3, 3, 4, 3, 1, 2, 1, 0, 1, 2, 1, 4, 3, 4, 5, 5]","[0.0, 0.2359749972820282, 0.18702812492847443, 0.23005563020706177, 0.2710358798503876, 0.16558875143527985, 0.2730391025543213, 0.18652044236660004, 0.2601487636566162, 0.22019870579242706, 0.27399224042892456, 0.28480955958366394, 0.2725623846054077, 0.3975503444671631, 0.4404609203338623, 0.3592556118965149]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 2, 1]"
8SWZq5we_fk_2,NonFight,"[1, 1, 1, 1, 1, 1, 2, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[0.0, 0.3278683125972748, 0.33197712898254395, 0.6551504731178284, 0.6731587648391724, 0.5475995540618896, 0.5478030443191528, 0.6266701817512512, 0.5350072383880615, 0.5174434185028076, 0.3909817636013031, 0.30708181858062744, 0.26501792669296265, 0.31651899218559265, 0.34023064374923706, 0.3703533113002777]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8U6x0VMW_0,NonFight,"[0, 0, 0, 0, 0, 0, 0, 2, 3, 2, 3, 2, 3, 3, 3, 4]","[0.0, 0.10074351727962494, 0.10985866189002991, 0.10655591636896133, 0.11505691707134247, 0.12689965963363647, 0.1641743779182434, 8.178281784057617, 0.06126699969172478, 0.08211096376180649, 0.09428814053535461, 0.07848185300827026, 0.09562145173549652, 0.07982804626226425, 0.14747337996959686, 0.0957348644733429]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
8VqTmuq4HcI_0,NonFight,"[4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3]","[0.0, 1.3476089239120483, 0.6026808619499207, 0.4753919541835785, 0.78678297996521, 0.5108811259269714, 0.6637722253799438, 0.48147204518318176, 0.6053426861763, 0.3861325979232788, 0.18173077702522278, 0.21108697354793549, 0.2574990391731262, 0.16521869599819183, 0.18990977108478546, 0.1694963425397873]","[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
8VqTmuq4HcI_1,NonFight,"[3, 3, 2, 2, 2, 3, 3, 2, 2, 3, 2, 2, 3, 2, 2, 2]","[0.0, 0.3325357139110565, 0.3354669511318207, 0.6317365169525146, 0.2282440960407257, 0.3571508526802063, 0.24407967925071716, 0.30804187059402466, 0.30908218026161194, 0.2487318366765976, 0.43704143166542053, 0.2620473802089691, 0.3062708079814911, 0.14328522980213165, 0.13260169327259064, 0.1682477593421936]","[1, 1, 0, 0, 0, 2, 2, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
8VqTmuq4HcI_2,NonFight,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[0.0, 1.4514938592910767, 0.5442256927490234, 0.886997401714325, 0.5866274833679199, 0.9470431804656982, 1.2838668823242188, 1.7159843444824219, 0.7621616721153259, 1.883913278579712, 0.5222610235214233, 1.0778648853302002, 1.2999736070632935, 1.5785590410232544, 0.9677672386169434, 1.4895230531692505]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9CeKXVvD_0,NonFight,"[0, 0, 0, 1, 1, 2, 3, 3, 3, 2, 2, 2, 2, 4, 4, 4]","[0.0, 0.10792431235313416, 3.918532371520996, 6.9766106605529785, 0.12677308917045593, 0.08634236454963684, 6.553224086761475, 8.613905906677246, 6.591055870056152, 7.076572895050049, 1.8280080556869507, 0.28469401597976685, 0.3508733808994293, 0.46954309940338135, 0.44262370467185974, 0.6383777856826782]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
9C_LQa7nnFg_0,NonFight,"[1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1]","[0.0, 0.22114376723766327, 0.2205927073955536, 0.42134416103363037, 0.36359062790870667, 0.4627484679222107, 0.37572187185287476, 0.6255454421043396, 0.4212462902069092, 0.3690181076526642, 0.3069159984588623, 0.525499701499939, 0.1714290827512741, 0.15081219375133514, 0.22322280704975128, 0.45624521374702454]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9C_LQa7nnFg_1,NonFight,"[1, 3, 3, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0]","[0.0, 0.4239519536495209, 0.4111190140247345, 0.4758917987346649, 0.7045838236808777, 1.1569466590881348, 0.8366992473602295, 1.2402790784835815, 0.7681722640991211, 0.46049734950065613, 0.26220324635505676, 0.18420007824897766, 0.15585605800151825, 0.1843373328447342, 0.1771140694618225, 0.1230045035481453]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9C_LQa7nnFg_2,NonFight,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.16036124527454376, 0.11804377287626266, 0.20803314447402954, 0.12645697593688965, 0.10766264796257019, 0.08620280027389526, 0.15970855951309204, 0.08712689578533173, 0.32619526982307434, 0.18524515628814697, 0.3368775546550751, 0.4060170352458954, 0.1926109492778778, 0.2101483941078186, 0.25609302520751953]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9F6pZn73_0,NonFight,"[3, 3, 3, 2, 3, 3, 2, 3, 3, 3, 2, 2, 2, 2, 3, 2]","[0.0, 0.062257297337055206, 0.051748067140579224, 0.04366040602326393, 0.04274361953139305, 0.042070791125297546, 0.03938693180680275, 0.04314252361655235, 0.04650845751166344, 0.045910950750112534, 0.05651238188147545, 0.06442789733409882, 0.05380147323012352, 0.04841198772192001, 0.053637515753507614, 0.0967152863740921]","[3, 3, 3, 1, 3, 3, 1, 3, 3, 3, 1, 1, 1, 1, 3, 1]"
9GFNxpur_0,NonFight,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0.0, 0.14683638513088226, 0.12533801794052124, 0.11666695773601532, 0.08327557891607285, 0.09979165345430374, 0.09891065955162048, 0.09913919121026993, 0.08491040766239166, 0.08594410121440887, 0.0852530226111412, 0.07424037158489227, 0.09095081686973572, 0.08241605758666992, 0.09023077040910721, 0.07352841645479202]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9haGKtHJ_0,NonFight,"[6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 4]","[0.0, 0.3508177399635315, 0.3083804249763489, 0.2714264392852783, 0.22932370007038116, 0.18727777898311615, 0.1476544737815857, 0.3243422508239746, 0.22243759036064148, 0.12328758090734482, 0.16414004564285278, 0.15174774825572968, 0.21923334896564484, 0.11842108517885208, 0.16329461336135864, 0.10019591450691223]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
9Jss3rP1_0,NonFight,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]","[0.0, 0.22433917224407196, 0.22761869430541992, 0.3421429693698883, 0.2291773408651352, 0.3410283327102661, 0.24146749079227448, 0.159775048494339, 0.11662745475769043, 0.16820885241031647, 0.2682821750640869, 0.33204904198646545, 0.259041965007782, 0.3018481433391571, 0.34135565161705017, 0.14594091475009918]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9N4HikpX_0,NonFight,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.058979179710149765, 0.034069355577230453, 0.030698511749505997, 0.025269856676459312, 0.03389284014701843, 0.03443412855267525, 0.04338834434747696, 0.024001147598028183, 0.05428937450051308, 0.08085636794567108, 0.07911179959774017, 0.06956915557384491, 0.06175130233168602, 0.07374560832977295, 0.06607342511415482]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9nFtxkJ7ywg_0,NonFight,"[0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1]","[0.0, 0.5482051372528076, 0.5979360342025757, 0.7414014339447021, 0.6470547318458557, 0.6442127227783203, 0.6969953179359436, 0.3825419545173645, 0.6929236054420471, 0.7656923532485962, 0.9154554009437561, 0.7682800889015198, 1.3512036800384521, 2.0556204319000244, 1.1070771217346191, 0.6628708243370056]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9qjOCoE7_0,NonFight,"[0, 2, 0, 0, 2, 2, 3, 2, 1, 1, 0, 0, 1, 0, 2, 2]","[0.0, 1.6010838747024536, 0.9649655222892761, 1.2787573337554932, 1.3688454627990723, 0.8069188594818115, 0.678970992565155, 0.8750423192977905, 0.6924592852592468, 0.6072943210601807, 0.06654919683933258, 0.09648414701223373, 0.06441981345415115, 0.08895760774612427, 0.08918829262256622, 0.08922380208969116]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9U8J4abJGDg_0,NonFight,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1]","[0.0, 2.7658815383911133, 2.925713539123535, 3.1169021129608154, 3.3537750244140625, 2.455183267593384, 2.4536712169647217, 2.494316339492798, 1.932005763053894, 1.1220293045043945, 0.9732816815376282, 1.3864173889160156, 1.2397605180740356, 1.372767686843872, 1.7492774724960327, 1.7752043008804321]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
9uvZbSsy_0,NonFight,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.5300145745277405, 0.6798914074897766, 0.6688571572303772, 0.7862331867218018, 0.9541845917701721, 0.5583089590072632, 0.483557790517807, 0.17070861160755157, 0.20166423916816711, 0.21362996101379395, 0.19775281846523285, 0.22621053457260132, 0.30082565546035767, 0.3410488963127136, 0.559623658657074]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a2kw3cfb_0,NonFight,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 0, 1, 1, 1, 3]","[0.0, 0.08341483771800995, 0.05368337035179138, 0.034225791692733765, 0.0745169073343277, 0.04713674262166023, 0.03928520157933235, 0.10531297326087952, 0.04242895916104317, 0.07725590467453003, 0.10530144721269608, 0.159072145819664, 0.10957078635692596, 0.11424428224563599, 0.29538288712501526, 0.23499038815498352]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
a2qLzOu_n0s_0,NonFight,"[3, 3, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 3, 4, 5, 6]","[0.0, 0.11269167065620422, 0.09708496183156967, 0.05324028059840202, 0.06302580237388611, 0.06869591772556305, 0.04625919461250305, 0.11518595367670059, 0.25856003165245056, 1.6222114562988281, 1.1908971071243286, 0.7328356504440308, 0.6922434568405151, 0.8096984028816223, 1.1118775606155396, 1.2133870124816895]","[0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a39igxDY_0,NonFight,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.050224535167217255, 0.01023135520517826, 0.037510477006435394, 0.03542991355061531, 0.02816776931285858, 0.02583528496325016, 0.03450021892786026, 0.02799668349325657, 0.025666553527116776, 0.030506642535328865, 0.03064020536839962, 0.02410033904016018, 0.023872440680861473, 0.03197591006755829, 0.026468707248568535]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a7gBQaAFEtw_0,NonFight,"[1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]","[0.0, 0.6824474334716797, 0.3518151640892029, 0.25918176770210266, 0.27910274267196655, 0.39577293395996094, 0.8351961970329285, 0.9105116724967957, 0.40164726972579956, 0.6531829833984375, 0.3480524718761444, 1.104726791381836, 0.7166597247123718, 1.4052176475524902, 2.0784718990325928, 1.5475711822509766]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a7gBQaAFEtw_1,NonFight,"[2, 2, 2, 2, 2, 3, 3, 1, 1, 1, 1, 2, 3, 3, 2, 4]","[0.0, 1.0406413078308105, 1.0550158023834229, 0.9566363096237183, 2.455946683883667, 1.7255971431732178, 1.1600444316864014, 0.6855137348175049, 0.8567025661468506, 0.3027905821800232, 0.2892412543296814, 0.10581137239933014, 0.17362330853939056, 0.6891587972640991, 0.4346048831939697, 0.422515869140625]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 2, 2, 1, 1]"
a7gBQaAFEtw_2,NonFight,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0.0, 0.08277329802513123, 0.037647880613803864, 0.025072094053030014, 0.0716436579823494, 0.04400898143649101, 0.05044056847691536, 0.06062117591500282, 0.03560931235551834, 0.030169906094670296, 0.0418560653924942, 0.04959629476070404, 0.09716849029064178, 0.15265397727489471, 0.1564061939716339, 0.3867325782775879]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a7gBQaAFEtw_3,NonFight,"[1, 1, 0, 0, 1, 0, 0, 1, 2, 1, 1, 2, 1, 1, 2, 2]","[0.0, 0.49184858798980713, 0.4371309280395508, 0.5794662833213806, 0.4025258421897888, 0.521640956401825, 0.8999295234680176, 1.268296241760254, 2.547250747680664, 1.999394178390503, 1.1189322471618652, 0.7733133435249329, 0.8540313839912415, 1.3891457319259644, 2.2043423652648926, 1.9176101684570312]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
a7gBQaAFEtw_4,NonFight,"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 3, 1, 1]","[0.0, 0.1606258600950241, 0.0750044584274292, 0.12477114796638489, 0.0717247799038887, 0.049228183925151825, 0.16680428385734558, 0.10277415066957474, 0.07563308626413345, 0.10355919599533081, 0.10696376115083694, 0.08867143094539642, 0.10815262049436569, 0.15976302325725555, 0.12713317573070526, 0.1470014452934265]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
a7gBQaAFEtw_5,NonFight,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 1, 1, 1]","[0.0, 0.1231098473072052, 0.04153873771429062, 0.0415610671043396, 0.07753805816173553, 0.038221944123506546, 0.10664381831884384, 0.04041748121380806, 0.030663015320897102, 0.11254435777664185, 0.04135555773973465, 0.07221418619155884, 0.05918603762984276, 0.06836482137441635, 0.14336824417114258, 0.13310827314853668]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
AbD9xwut_0,NonFight,"[6, 6, 7, 6, 5, 8, 7, 7, 8, 7, 8, 7, 7, 9, 9, 8]","[0.0, 0.19610904157161713, 0.3186284601688385, 0.3410879671573639, 0.18662536144256592, 0.8600443601608276, 0.3598492443561554, 0.22488492727279663, 0.2725931406021118, 0.27130329608917236, 0.2296847254037857, 0.20358234643936157, 0.22011926770210266, 0.27768492698669434, 0.2718318700790405, 0.21453392505645752]","[1, 0, 1, 0, 0, 2, 1, 1, 2, 1, 2, 1, 1, 3, 3, 2]"
Ae3RYgGF_0,NonFight,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.12129506468772888, 0.1181059256196022, 0.10272543877363205, 0.13420113921165466, 0.1735413670539856, 0.1699967384338379, 0.20493121445178986, 0.20853666961193085, 0.21157753467559814, 0.24751144647598267, 0.2150462567806244, 0.2493356317281723, 0.20962589979171753, 0.2202092558145523, 0.2427912950515747]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
AEGjLggu_0,NonFight,"[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0.0, 0.08006107062101364, 0.06907112896442413, 0.12755951285362244, 0.15068024396896362, 0.20873838663101196, 0.1878940314054489, 0.3009186387062073, 0.20524537563323975, 0.2528499364852905, 0.1985449492931366, 0.26317769289016724, 0.1888253539800644, 0.21832984685897827, 0.1984395980834961, 0.14498157799243927]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
AF4Rk1I2_0,NonFight,"[2, 2, 2, 3, 3, 2, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2]","[0.0, 0.11797285825014114, 0.10232672095298767, 0.12906943261623383, 0.14368510246276855, 0.21632327139377594, 0.18653473258018494, 0.20836299657821655, 0.1934712529182434, 0.28114554286003113, 0.2867215573787689, 0.34563958644866943, 0.6159623265266418, 1.2604390382766724, 1.023667812347412, 1.5891180038452148]","[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
AG0ofjSP_0,NonFight,"[1, 1, 1, 1, 1, 1, 0, 1, 2, 2, 0, 1, 1, 2, 1, 1]","[0.0, 0.140940323472023, 0.14076653122901917, 0.256271094083786, 0.19874221086502075, 0.23653529584407806, 0.17516985535621643, 0.14943496882915497, 0.14702780544757843, 0.13717611134052277, 0.12820816040039062, 0.1884792447090149, 0.15378957986831665, 0.1800302416086197, 0.22056737542152405, 0.16576291620731354]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
aGfwZ3E4_0,NonFight,"[3, 3, 3, 3, 2, 2, 2, 3, 3, 3, 3, 3, 3, 3, 3, 4]","[0.0, 0.6112753748893738, 0.805463433265686, 1.2086901664733887, 0.3656097948551178, 0.1887531578540802, 0.20524810254573822, 0.19351358711719513, 0.1880374401807785, 0.23539988696575165, 0.18633313477039337, 0.18810273706912994, 0.1570451557636261, 0.19263406097888947, 0.16537030041217804, 0.15130557119846344]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
ajJRyYZUEtA_0,NonFight,"[5, 5, 5, 6, 6, 6, 6, 6, 5, 6, 6, 6, 6, 6, 6, 6]","[0.0, 0.39186766743659973, 0.28206032514572144, 0.3866921663284302, 0.23875689506530762, 0.29549357295036316, 0.42907851934432983, 0.22766271233558655, 0.20181645452976227, 0.3831559717655182, 0.2482404261827469, 0.20876003801822662, 0.08407949656248093, 0.1517244279384613, 0.22562457621097565, 0.029402567073702812]","[0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1]"
ajJRyYZUEtA_1,NonFight,"[6, 7, 8, 10, 8, 8, 8, 5, 6, 5, 6, 4, 7, 6, 10, 8]","[0.0, 0.17232656478881836, 0.1413266360759735, 0.20059828460216522, 0.2588818073272705, 0.1794787049293518, 0.27969399094581604, 0.5648071765899658, 0.25167709589004517, 0.4126244783401489, 0.2681523561477661, 0.19020645320415497, 0.26761868596076965, 0.17137004435062408, 0.2490209937095642, 0.1919344812631607]","[1, 1, 1, 4, 1, 2, 3, 0, 1, 0, 1, 0, 1, 1, 4, 0]"
ajJRyYZUEtA_2,NonFight,"[5, 6, 9, 10, 10, 6, 7, 7, 6, 6, 5, 8, 6, 8, 8, 8]","[0.0, 0.18803703784942627, 0.09421767294406891, 0.14109256863594055, 0.1604326218366623, 0.0918194130063057, 0.07895465940237045, 0.20242126286029816, 0.0875362753868103, 0.14936847984790802, 0.11127056181430817, 0.10488291084766388, 0.1117008700966835, 0.11770761758089066, 0.17242297530174255, 0.18469005823135376]","[0, 0, 4, 4, 6, 1, 2, 1, 1, 1, 0, 2, 0, 0, 0, 0]"
aKgSasWRJ2s_0,NonFight,"[10, 12, 11, 12, 12, 14, 12, 13, 15, 14, 16, 15, 17, 15, 15, 17]","[0.0, 2.2527785301208496, 3.586989164352417, 2.7293241024017334, 4.421448230743408, 2.6960315704345703, 4.056744575500488, 3.2262814044952393, 4.282721996307373, 2.8254077434539795, 4.684196472167969, 3.150153875350952, 4.327179431915283, 3.6570751667022705, 5.161514759063721, 3.8889920711517334]","[2, 1, 0, 0, 2, 1, 2, 1, 1, 2, 2, 0, 3, 0, 1, 2]"
